"Country","Year","CO2_Mt"
"Norway",2008,44.5443783067614
"Poland",2008,324.146029454919
"Portugal",2008,59.9072901922706
"Romania",2008,99.4177392233286
"Russian Federation",2008,1619.91848424044
"Slovakia",2008,40.3664729603591
"Slovenia",2008,18.0030088201357
"Spain",2008,333.181724742067
"Sweden",2008,49.9802927025757
"Switzerland",2008,45.4473424935588
"Turkey",2008,297.849958666726
"Ukraine",2008,326.011169414302
"United Kingdom",2008,536.733745424336
"United States",2008,5927.31544950421
"Australia",2009,398.668771306495
"Austria",2009,67.5677563333302
"Belarus",2009,56.8085653096507
"Belgium",2009,106.827260858918
"Bulgaria",2009,45.4168087950834
"Canada",2009,542.521191683249
"Croatia",2009,21.991100805847
"Cyprus",2009,8.20331784406112
"Czech Republic",2009,114.471945655186
"Denmark",2009,49.9361958399503
"Estonia",2009,14.1579801349413
"European Union (15)",2009,3063.83285031919
"European Union (28)",2009,3787.62913591723
"Finland",2009,55.0667301849475
"France",2009,381.992748846105
"Germany",2009,785.602586404153
"Greece",2009,103.712600407406
"Hungary",2009,51.0289930896404
"Iceland",2009,3.57183585067544
"Ireland",2009,41.7496451440317
"Italy",2009,414.809772732571
"Japan",2009,1141.46292722555
"Latvia",2009,7.4182650803843
"Liechtenstein",2009,0.209013433600181
"Lithuania",2009,12.8935832456294
"Luxembourg",2009,10.7033151738372
"Malta",2009,2.64261165500273
"Monaco",2009,0.085401920676357
"Netherlands",2009,169.902779205811
"New Zealand",2009,33.5131830868249
"Norway",2009,42.9661951071219
"Poland",2009,310.278974947199
"Portugal",2009,57.1157838216879
"Romania",2009,82.8106704499113
"Russian Federation",2009,1537.14760641121
"Slovakia",2009,36.5212110123332
"Slovenia",2009,16.0610974609596
"Spain",2009,293.73228519449
"Sweden",2009,46.5198419488673
"Switzerland",2009,44.2799161855378
"Turkey",2009,299.671210956326
"Ukraine",2009,275.876308152632
"United Kingdom",2009,487.442442411732
"United States",2009,5497.80317659457
"Australia",2010,399.364819131881
"Austria",2010,72.3661154842623
"Belarus",2010,58.2979649388867
"Belgium",2010,113.429206132109
"Bulgaria",2010,47.7213682159161
"Canada",2010,554.408239065805
"Croatia",2010,21.330405421746
"Cyprus",2010,7.83181940046552
"Czech Republic",2010,117.141139158422
"Denmark",2010,50.4199649145959
"Estonia",2010,17.8033203271495
"European Union (15)",2010,3156.5186404581
"European Union (28)",2010,3907.81582404233
"Finland",2010,63.4883028801327
"France",2010,391.075519077434
"Germany",2010,829.401504429575
"Greece",2010,96.758266726844
"Hungary",2010,51.6677157651076
"Iceland",2010,3.43180979494051
"Ireland",2010,41.2921316599516
"Italy",2010,424.993194750545
"Japan",2010,1191.06725327009
"Latvia",2010,8.50038493094325
"Liechtenstein",2010,0.194121874545687
"Lithuania",2010,13.6921654073696
"Luxembourg",2010,11.2551385370325
"Malta",2010,2.64036151577405
"Monaco",2010,0.0824310054334406
"Netherlands",2010,181.350840120187
"New Zealand",2010,33.450612573083
"Norway",2010,45.5614483253491
"Poland",2010,329.62248976014
"Portugal",2010,52.5881118521073
"Romania",2010,79.8798062610873
"Russian Federation",2010,1604.57381679957
"Slovakia",2010,37.4306076055995
"Slovenia",2010,16.1364062480862
"Spain",2010,280.377628207743
"Sweden",2010,52.2833598330097
"Switzerland",2010,45.9234156368928
"Turkey",2010,326.848503199068
"Ukraine",2010,292.138264901783
"United Kingdom",2010,504.997521743488
"United States",2010,5712.75663514865
"Australia",2011,398.161387216998
"Austria",2011,70.3536978482589
"Belarus",2011,55.3808539526664
"Belgium",2011,104.270663961327
"Bulgaria",2011,53.1973517553661
"Canada",2011,557.289690770926
"Croatia",2011,20.917997377185
"Cyprus",2011,7.56618596243801
"Czech Republic",2011,115.06925632889
"Denmark",2011,45.4754315826262
"Estonia",2011,18.42718626508
"European Union (15)",2011,3011.29264645629
"European Union (28)",2011,3767.42403126804
"Finland",2011,56.4033432652352
"France",2011,364.819414527446
"Germany",2011,810.441125597204
"Greece",2011,94.250733786131
"Hungary",2011,49.858693185935
"Iceland",2011,3.33274960648422
"Ireland",2011,37.7163376703119
"Italy",2011,413.379399020236
"Japan",2011,1240.63190656924
"Latvia",2011,7.75116291321601
"Liechtenstein",2011,0.179994715580553
"Lithuania",2011,14.0295390965837
"Luxembourg",2011,11.1383408585989
"Malta",2011,2.66787558907576
"Monaco",2011,0.0791987111623365
"Netherlands",2011,168.058337668572
"New Zealand",2011,33.2585172997987
"Norway",2011,44.5963613121458
"Poland",2011,327.722758060096
"Portugal",2011,51.2431003791312
"Romania",2011,85.604527382591
"Russian Federation",2011,1650.26731205649
"Slovakia",2011,37.2334646400671
"Slovenia",2011,16.1779060762436
"Spain",2011,280.922730045761
"Sweden",2011,48.4825160804472
"Switzerland",2011,41.8476458725146
"Turkey",2011,345.734258209307
"Ukraine",2011,306.534391729068
"United Kingdom",2011,464.036070706796
"United States",2011,5583.3793288005
"Australia",2012,397.830604734478
"Austria",2012,67.7334687320415
"Belarus",2012,57.4906893789905
"Belgium",2012,100.659380330391
"Bulgaria",2012,48.3639494743579
"Canada",2012,550.546593715945
"Croatia",2012,19.2332013113577
"Cyprus",2012,7.08282623292198
"Czech Republic",2012,111.301870996341
"Denmark",2012,40.7988241666276
"Estonia",2012,17.0792786066554
"European Union (15)",2012,2988.205015225
"European Union (28)",2012,3717.11678916627
"Finland",2012,50.7333331383154
"France",2012,368.845416937269
"Germany",2012,821.717692907618
"Greece",2012,90.4723858635033
"Hungary",2012,46.0723548692204
"Iceland",2012,3.32378723914389
"Ireland",2012,38.0113859053045
"Italy",2012,386.666727270396
"Japan",2012,1275.61069668751
"Latvia",2012,7.4348999819412
"Liechtenstein",2012,0.188560157641661
"Lithuania",2012,14.1824734231353
"Luxembourg",2012,10.8701084499782
"Malta",2012,2.80666159931711
"Monaco",2012,0.0832167003619569
"Netherlands",2012,165.261719880551
"New Zealand",2012,34.2581974169747
"Norway",2012,44.1231934569915
"Poland",2012,320.861667056632
"Portugal",2012,50.4117564215375
"Romania",2012,83.8605933819951
"Russian Federation",2012,1658.87205113477
"Slovakia",2012,35.3516283197534
"Slovenia",2012,15.6747586360792
"Spain",2012,276.636640085391
"Sweden",2012,45.7132518369276
"Switzerland",2012,43.250856321923
"Turkey",2012,357.498160863523
"Ukraine",2012,304.395380619013
"United Kingdom",2012,483.423634992152
"United States",2012,5375.00291255203
